id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method
2975,2975,INV-202309-00126,2023-09-27 00:00:00,3057,1153,1,79.59,79.59,pood,Tallinn,kaart
2976,2976,INV-202309-00127,2023-09-23 00:00:00,3618,1019,4,80.39,321.56,pood,Tallinn,sularaha
2977,2977,INV-202309-00128,2023-09-06 00:00:00,2243,1320,2,30.05,-60.10,pood,Tallinn,sularaha
2978,2978,INV-202309-00129,2023-09-21 00:00:00,4521,1080,1,51.50,51.50,pood,Tallinn,järelmaks
2979,2979,INV-202309-00130,2023-09-06 00:00:00,4635,1084,1,156.13,156.13,pood,Pärnu,sularaha
2980,2980,INV-202309-00131,2023-09-19 00:00:00,4070,1169,1,88.08,88.08,online,,kaart
2981,2981,INV-202309-00132,2023-09-15 00:00:00,4431,1306,4,93.13,372.52,online,,järelmaks
2982,2982,INV-202309-00133,2023-09-12 00:00:00,4312,1002,1,274.78,274.78,online,,kaart
2983,2983,INV-202309-00134,2023-09-03 00:00:00,3110,1063,2,151.45,302.90,online,,sularaha
2984,2984,INV-202309-00135,2023-09-02 00:00:00,3575,1212,1,276.20,276.20,pood,Tallinn,kaart
2985,2985,INV-202309-00136,2023-09-14 00:00:00,4481,1157,4,91.22,364.88,pood,Tallinn,järelmaks
2986,2986,INV-202309-00137,2023-09-26 00:00:00,3972,1189,3,58.49,175.47,pood,Pärnu,järelmaks
2987,2987,INV-202309-00138,2023-09-26 00:00:00,2894,1160,3,368.67,1106.01,pood,Tartu,sularaha
2988,2988,INV-202309-00139,2023-09-23 00:00:00,4747,1297,1,104.27,104.27,online,,sularaha
2989,2989,INV-202309-00140,2023-09-10 00:00:00,2033,1297,3,104.27,312.81,pood,Pärnu,kaart
2990,2990,INV-202309-00141,2023-09-28 00:00:00,3080,1075,1,278.59,278.59,pood,Tallinn,järelmaks
2991,2991,INV-202309-00142,2023-09-01 00:00:00,2631,1143,2,307.83,615.66,pood,Tallinn,sularaha
2992,2992,INV-202309-00143,2023-09-02 00:00:00,2556,1258,4,84.41,337.64,online,,kaart
2993,2993,INV-202309-00144,2023-09-17 00:00:00,2978,1161,1,121.98,121.98,online,,järelmaks
2994,2994,INV-202309-00145,2023-09-20 00:00:00,4365,1039,2,282.95,565.90,pood,Tallinn,sularaha
2995,2995,INV-202309-00146,2023-09-24 00:00:00,4485,1275,1,62.82,62.82,online,,sularaha
2996,2996,INV-202309-00147,2023-09-19 00:00:00,4212,1224,1,222.10,222.10,online,,sularaha
2997,2997,INV-202309-00148,2023-09-22 00:00:00,3603,1333,1,218.54,218.54,pood,Tallinn,järelmaks
2998,2998,INV-202309-00149,2023-09-05 00:00:00,4653,1118,1,109.42,109.42,online,,kaart
2999,2999,INV-202309-00150,2023-09-14 00:00:00,,1330,1,167.23,167.23,pood,Tartu,kaart
3000,3000,INV-202309-00151,2023-09-26 00:00:00,4519,1338,2,282.29,564.58,pood,Tallinn,sularaha
3001,3001,INV-202309-00152,2023-09-02 00:00:00,2317,1347,1,246.97,246.97,pood,Tallinn,kaart
3002,3002,INV-202309-00153,2023-09-16 00:00:00,3134,1068,1,122.45,122.45,online,,sularaha
3003,3003,INV-202309-00154,2023-09-26 00:00:00,3716,1171,1,351.62,351.62,online,,sularaha
3004,3004,INV-202309-00155,2023-09-08 00:00:00,2154,1214,3,250.17,750.51,pood,Tallinn,kaart
3005,3005,INV-202309-00156,2023-09-12 00:00:00,3144,1022,1,22.70,-22.70,pood,Tallinn,järelmaks
3006,3006,INV-202309-00157,2023-09-14 00:00:00,4612,1303,2,312.41,624.82,pood,Tartu,järelmaks
3007,3007,INV-202309-00158,2023-09-09 00:00:00,3575,1035,1,65.52,65.52,pood,Tallinn,kaart
3008,3008,INV-202309-00159,2023-09-05 00:00:00,4076,1244,1,125.36,125.36,pood,Tallinn,järelmaks
3009,3009,INV-202309-00160,2023-09-13 00:00:00,4058,1126,2,200.77,401.54,online,,järelmaks
3010,3010,INV-202309-00161,2023-09-13 00:00:00,2901,1019,2,80.39,160.78,pood,Tallinn,sularaha
3011,3011,INV-202309-00162,2023-09-01 00:00:00,2078,1235,2,210.87,421.74,pood,Pärnu,sularaha
3012,3012,INV-202309-00163,2023-09-23 00:00:00,3810,1251,2,257.39,514.78,online,,sularaha
3013,3013,INV-202309-00164,2023-09-29 00:00:00,3833,1201,1,147.16,147.16,online,,sularaha
3014,3014,INV-202309-00165,2023-09-04 00:00:00,2713,1187,1,252.33,252.33,pood,Tallinn,sularaha
3015,3015,INV-202309-00166,2023-09-25 00:00:00,3463,1038,1,329.99,-329.99,pood,Tallinn,järelmaks
3016,3016,INV-202309-00167,2023-09-07 00:00:00,,1072,4,95.39,381.56,pood,Pärnu,sularaha
3017,3017,INV-202309-00168,2023-09-21 00:00:00,3787,1308,2,67.75,135.50,pood,Tallinn,kaart
3018,3018,INV-202309-00169,2023-09-29 00:00:00,,1027,2,346.70,693.40,pood,Tartu,kaart
3019,3019,INV-202309-00170,2023-09-13 00:00:00,3857,1143,1,307.83,307.83,online,,sularaha
3020,3020,INV-202309-00171,2023-09-25 00:00:00,2136,1274,1,234.79,234.79,pood,Tartu,järelmaks
3021,3021,INV-202309-00172,2023-09-13 00:00:00,,1108,1,371.05,371.05,online,,kaart
3022,3022,INV-202309-00173,2023-09-03 00:00:00,2184,1028,1,23.45,23.45,pood,Tallinn,kaart
3023,3023,INV-202309-00174,2023-09-20 00:00:00,3514,1326,1,106.82,106.82,pood,Tartu,kaart
3024,3024,INV-202309-00175,2023-09-16 00:00:00,3184,1177,1,135.99,135.99,pood,Tartu,sularaha
3025,3025,INV-202309-00176,2023-09-06 00:00:00,4509,1109,2,116.20,232.40,pood,Tallinn,järelmaks
3026,3026,INV-202309-00177,2023-09-18 00:00:00,3057,1274,5,234.79,1173.95,pood,Tallinn,järelmaks
3027,3027,INV-202309-00178,2023-09-18 00:00:00,2627,1226,1,51.10,51.10,online,,sularaha
3028,3028,INV-202309-00179,2023-09-30 00:00:00,3296,1091,1,199.80,199.80,pood,Tartu,sularaha
3029,3029,INV-202309-00180,2023-09-25 00:00:00,3523,1256,1,296.40,296.40,pood,Pärnu,kaart
3030,3030,INV-202309-00181,2023-09-27 00:00:00,4460,1332,3,81.85,-245.55,online,,sularaha
3031,3031,INV-202309-00182,2023-09-06 00:00:00,2889,1284,4,99.57,398.28,pood,Pärnu,järelmaks
3032,3032,INV-202309-00183,2023-09-20 00:00:00,2961,1127,3,158.94,476.82,pood,Tallinn,kaart
3033,3033,INV-202309-00184,2023-09-08 00:00:00,2078,1208,1,76.70,76.70,pood,Tartu,kaart
3034,3034,INV-202309-00185,2023-09-08 00:00:00,3481,1051,1,208.83,208.83,online,,sularaha
3035,3035,INV-202309-00186,2023-09-25 00:00:00,,1272,1,183.31,183.31,pood,Tartu,sularaha
3036,3036,INV-202309-00187,2023-09-11 00:00:00,3748,1175,2,83.97,167.94,online,,sularaha
3037,3037,INV-202309-00188,2023-09-09 00:00:00,4281,1196,1,32.93,32.93,pood,Tallinn,kaart
3038,3038,INV-202309-00189,2023-09-20 00:00:00,2609,1220,1,26.79,26.79,online,,kaart
3039,3039,INV-202309-00190,2023-09-18 00:00:00,4082,1157,2,91.22,182.44,pood,Tallinn,sularaha
3040,3040,INV-202309-00191,2023-09-17 00:00:00,3562,1284,2,99.57,199.14,online,,kaart
3041,3041,INV-202309-00192,2023-09-21 00:00:00,4119,1120,1,206.34,206.34,pood,Tallinn,järelmaks
3042,3042,INV-202309-00193,2023-09-20 00:00:00,3734,1261,4,305.72,1222.88,pood,Pärnu,kaart
3043,3043,INV-202309-00194,2023-09-12 00:00:00,3648,1097,1,324.38,324.38,pood,Tallinn,järelmaks
3044,3044,INV-202309-00195,2023-09-24 00:00:00,3458,1078,2,42.64,85.28,online,,kaart
3045,3045,INV-202309-00196,2023-09-18 00:00:00,4048,1156,1,221.89,221.89,pood,Tallinn,järelmaks
3046,3046,INV-202309-00197,2023-09-18 00:00:00,3605,1032,1,198.42,198.42,online,,järelmaks
3047,3047,INV-202309-00198,2023-09-28 00:00:00,4106,1350,1,270.69,270.69,online,,sularaha
3048,3048,INV-202309-00199,2023-09-09 00:00:00,2722,1159,1,24.54,24.54,pood,Tartu,kaart
3049,3049,INV-202309-00200,2023-09-12 00:00:00,2978,1013,5,218.99,1094.95,pood,Tartu,sularaha
3050,3050,INV-202309-00201,2023-09-21 00:00:00,4265,1018,4,47.07,188.28,pood,Tartu,sularaha
3051,3051,INV-202309-00202,2023-09-18 00:00:00,3325,1348,1,125.52,125.52,pood,Tallinn,järelmaks
3052,3052,INV-202309-00203,2023-09-20 00:00:00,2997,1096,3,273.32,819.96,pood,Tallinn,kaart
3053,3053,INV-202309-00204,2023-09-24 00:00:00,3745,1313,1,77.60,77.60,pood,Pärnu,kaart
3054,3054,INV-202309-00205,2023-09-17 00:00:00,3447,1298,2,163.53,327.06,pood,Tallinn,sularaha
3055,3055,INV-202309-00206,2023-09-01 00:00:00,4114,1342,1,208.11,208.11,online,,järelmaks
3056,3056,INV-202309-00207,2023-09-05 00:00:00,4432,1283,2,188.91,377.82,online,,sularaha
3057,3057,INV-202309-00208,2023-09-21 00:00:00,2074,1253,2,253.80,507.60,online,,järelmaks
3058,3058,INV-202309-00209,2023-09-16 00:00:00,4911,1109,3,116.20,348.60,online,,kaart
3059,3059,INV-202309-00210,2023-09-08 00:00:00,4227,1270,2,124.35,-248.70,pood,Pärnu,järelmaks
3060,3060,INV-202309-00211,2023-09-07 00:00:00,4738,1229,2,210.76,421.52,pood,Tartu,sularaha
3061,3061,INV-202309-00212,2023-09-13 00:00:00,4910,1344,1,84.95,84.95,pood,Tallinn,sularaha
3062,3062,INV-202309-00213,2023-09-16 00:00:00,2614,1271,2,130.02,260.04,pood,Tallinn,järelmaks
3063,3063,INV-202309-00214,2023-09-09 00:00:00,3502,1325,1,50.85,50.85,pood,Tartu,kaart
3064,3064,INV-202309-00215,2023-09-06 00:00:00,4178,1151,1,215.58,215.58,online,,kaart
3065,3065,INV-202309-00216,2023-09-27 00:00:00,3681,1068,2,122.45,244.90,online,,järelmaks
3066,3066,INV-202309-00217,2023-09-17 00:00:00,4452,1135,5,175.25,876.25,pood,Tartu,järelmaks
3067,3067,INV-202309-00218,2023-09-14 00:00:00,4892,1148,3,48.85,146.55,pood,Tallinn,sularaha
3068,3068,INV-202309-00219,2023-09-17 00:00:00,2932,1011,1,53.99,53.99,online,,sularaha
3069,3069,INV-202309-00220,2023-09-03 00:00:00,2405,1280,1,128.37,128.37,pood,Tallinn,sularaha
3070,3070,INV-202309-00221,2023-09-02 00:00:00,,1231,3,72.60,217.80,online,,kaart
3071,3071,INV-202309-00222,2023-09-27 00:00:00,2457,1201,1,147.16,147.16,pood,Tallinn,järelmaks
3072,3072,INV-202309-00223,2023-09-14 00:00:00,,1233,2,111.26,222.52,pood,Pärnu,järelmaks
3073,3073,INV-202309-00224,2023-09-13 00:00:00,2132,1324,1,224.19,224.19,pood,Tallinn,kaart
3074,3074,INV-202309-00225,2023-09-24 00:00:00,4570,1186,1,234.99,234.99,online,,sularaha
3075,3075,INV-202309-00226,2023-09-18 00:00:00,,1123,3,219.38,658.14,pood,Tallinn,sularaha
3076,3076,INV-202309-00227,2023-09-05 00:00:00,4114,1055,1,65.60,65.60,pood,Tallinn,järelmaks
3077,3077,INV-202309-00228,2023-09-30 00:00:00,2299,1131,2,166.27,332.54,online,,kaart
3078,3078,INV-202309-00229,2023-09-20 00:00:00,2889,1171,4,351.62,1406.48,pood,Pärnu,järelmaks
3079,3079,INV-202309-00230,2023-09-28 00:00:00,3618,1171,3,454.19,1054.86,online,,järelmaks
3080,3080,INV-202309-00231,2023-09-18 00:00:00,2968,1265,2,269.85,539.70,pood,Tallinn,kaart
3081,3081,INV-202309-00232,2023-09-16 00:00:00,2799,1006,2,319.42,638.84,pood,Tallinn,sularaha
3082,3082,INV-202309-00233,2023-09-09 00:00:00,3703,1318,1,218.42,218.42,pood,Tartu,sularaha
3083,3083,INV-202309-00234,2023-09-22 00:00:00,2542,1343,2,63.87,127.74,online,,sularaha
3084,3084,INV-202309-00235,2023-09-17 00:00:00,4644,1038,1,329.99,329.99,online,,kaart
3085,3085,INV-202309-00236,2023-09-23 00:00:00,3672,1234,1,162.86,162.86,pood,Tartu,järelmaks
3086,3086,INV-202309-00237,2023-09-02 00:00:00,2050,1247,2,29.48,58.96,pood,Tallinn,järelmaks
3087,3087,INV-202309-00238,2023-09-28 00:00:00,2693,1057,4,251.52,1006.08,pood,Tallinn,sularaha
3088,3088,INV-202309-00239,2023-09-22 00:00:00,3140,1136,3,94.25,282.75,pood,Tallinn,sularaha
3089,3089,INV-202309-00240,2023-09-23 00:00:00,3251,1115,4,53.19,212.76,pood,Tartu,sularaha
3090,3090,INV-202309-00241,2023-09-28 00:00:00,4549,1137,2,194.46,388.92,pood,Tallinn,kaart
3091,3091,INV-202309-00242,2023-09-11 00:00:00,4156,1097,1,324.38,324.38,pood,Pärnu,kaart
3092,3092,INV-202309-00243,2023-09-20 00:00:00,2552,1235,2,210.87,421.74,online,,sularaha
3093,3093,INV-202309-00244,2023-09-09 00:00:00,2781,1204,1,63.95,63.95,pood,Tallinn,sularaha
3094,3094,INV-202309-00245,2023-09-23 00:00:00,2160,1072,3,95.39,286.17,online,,kaart
3095,3095,INV-202309-00246,2023-09-16 00:00:00,,1298,2,163.53,327.06,online,,järelmaks
3096,3096,INV-202309-00247,2023-09-05 00:00:00,4311,1175,2,83.97,167.94,online,,kaart
3097,3097,INV-202309-00248,2023-09-11 00:00:00,3165,1241,1,368.97,368.97,pood,Tallinn,sularaha
3098,3098,INV-202309-00249,2023-09-17 00:00:00,2386,1217,1,34.04,34.04,pood,Tallinn,kaart
3099,3099,INV-202309-00250,2023-09-09 00:00:00,,1323,1,124.77,151.08,online,,järelmaks
3100,3100,INV-202309-00251,2023-09-28 00:00:00,4452,1312,2,243.93,487.86,online,,sularaha
3101,3101,INV-202309-00252,2023-09-19 00:00:00,3885,1135,1,175.25,175.25,pood,Tartu,järelmaks
3102,3102,INV-202309-00253,2023-09-27 00:00:00,3865,1307,1,127.38,127.38,pood,Tallinn,kaart
3103,3103,INV-202309-00254,2023-09-20 00:00:00,3817,1235,1,210.87,210.87,pood,Tallinn,sularaha
3104,3104,INV-202309-00255,2023-09-08 00:00:00,3810,1294,1,53.01,53.01,pood,Tallinn,järelmaks
3105,3105,INV-202309-00256,2023-09-07 00:00:00,4584,1241,3,368.97,1106.91,pood,Tallinn,järelmaks
3106,3106,INV-202309-00257,2023-09-29 00:00:00,2603,1318,1,218.42,218.42,pood,Tallinn,sularaha
3107,3107,INV-202309-00258,2023-09-01 00:00:00,2771,1275,2,62.82,125.64,online,,järelmaks
3108,3108,INV-202309-00259,2023-09-16 00:00:00,2997,1215,1,160.91,160.91,online,,järelmaks
3109,3109,INV-202309-00260,2023-09-02 00:00:00,2625,1308,1,67.75,67.75,online,,järelmaks
3110,3110,INV-202309-00261,2023-09-20 00:00:00,3350,1176,4,245.59,982.36,online,,kaart
3111,3111,INV-202309-00262,2023-09-20 00:00:00,2888,1078,1,37.48,42.64,pood,Tallinn,sularaha
3112,3112,INV-202309-00263,2023-09-18 00:00:00,,1006,2,319.42,638.84,online,,sularaha
3113,3113,INV-202309-00264,2023-09-07 00:00:00,4009,1091,3,199.80,599.40,online,,kaart
3114,3114,INV-202309-00265,2023-09-05 00:00:00,3696,1248,1,145.50,145.50,online,,sularaha
3115,3115,INV-202309-00266,2023-09-14 00:00:00,,1025,2,122.07,244.14,pood,Tallinn,sularaha
3116,3116,INV-202309-00267,2023-09-01 00:00:00,4322,1055,2,65.60,131.20,online,,järelmaks
3117,3117,INV-202309-00268,2023-09-29 00:00:00,3213,1208,1,76.70,76.70,pood,Pärnu,järelmaks
3118,3118,INV-202309-00269,2023-09-21 00:00:00,2854,1076,4,89.29,357.16,pood,Pärnu,sularaha
3119,3119,INV-202309-00270,2023-09-05 00:00:00,2074,1258,1,84.41,84.41,pood,Tallinn,sularaha
3120,3120,INV-202309-00271,2023-09-05 00:00:00,3412,1027,2,346.70,693.40,pood,Tartu,sularaha
3121,3121,INV-202309-00272,2023-09-23 00:00:00,,1251,2,257.39,514.78,pood,Tallinn,sularaha
3122,3122,INV-202309-00273,2023-09-23 00:00:00,3618,1347,5,246.97,1234.85,online,,sularaha
3123,3123,INV-202309-00274,2023-09-01 00:00:00,4419,1080,1,51.50,51.50,pood,Tallinn,järelmaks
3124,3124,INV-202309-00275,2023-09-26 00:00:00,2556,1054,3,219.19,-657.57,pood,Tallinn,sularaha
3125,3125,INV-202309-00276,2023-09-23 00:00:00,4284,1189,1,58.49,58.49,pood,Tallinn,sularaha
3126,3126,INV-202309-00277,2023-09-10 00:00:00,3486,1258,1,84.41,84.41,pood,Tallinn,järelmaks
3127,3127,INV-202309-00278,2023-09-01 00:00:00,2081,1333,2,218.54,437.08,online,,järelmaks
3128,3128,INV-202309-00279,2023-09-17 00:00:00,3681,1080,1,51.50,51.50,online,,järelmaks
3129,3129,INV-202309-00280,2023-09-27 00:00:00,3494,1186,2,234.99,469.98,pood,Tallinn,kaart
3130,3130,INV-202309-00281,2023-09-12 00:00:00,,1152,3,107.67,323.01,pood,Tartu,sularaha
3131,3131,INV-202309-00282,2023-09-05 00:00:00,2671,1187,1,252.33,252.33,online,,kaart
3132,3132,INV-202309-00283,2023-09-19 00:00:00,2496,1265,1,269.85,269.85,pood,Tallinn,järelmaks
3133,3133,INV-202309-00284,2023-09-03 00:00:00,3554,1061,1,155.45,155.45,pood,Tallinn,kaart
3134,3134,INV-202309-00285,2023-09-22 00:00:00,3809,1051,2,208.83,417.66,pood,Pärnu,kaart
3135,3135,INV-202309-00286,2023-09-05 00:00:00,3291,1093,1,271.35,271.35,online,,sularaha
3136,3136,INV-202309-00287,2023-09-01 00:00:00,2046,1234,1,162.86,162.86,pood,Tartu,järelmaks
3137,3137,INV-202309-00288,2023-09-28 00:00:00,2761,1134,1,371.79,371.79,pood,Tallinn,järelmaks
3138,3138,INV-202309-00289,2023-09-12 00:00:00,,1110,1,151.08,151.08,online,,järelmaks
3139,3139,INV-202309-00290,2023-09-07 00:00:00,3605,1275,4,62.82,251.28,pood,Tallinn,järelmaks
3140,3140,INV-202309-00291,2023-09-17 00:00:00,3746,1119,2,181.68,363.36,pood,Tallinn,sularaha
3141,3141,INV-202309-00292,2023-09-18 00:00:00,2510,1322,1,101.26,101.26,online,,sularaha
3142,3142,INV-202309-00293,2023-09-04 00:00:00,4561,1192,2,109.62,219.24,online,,kaart
3143,3143,INV-202309-00294,2023-09-04 00:00:00,4024,1003,1,52.04,52.04,pood,Tallinn,järelmaks
3144,3144,INV-202309-00295,2023-09-15 00:00:00,3868,1008,1,280.13,280.13,pood,Tallinn,sularaha
3145,3145,INV-202309-00296,2023-09-14 00:00:00,2618,1290,1,105.23,105.23,pood,Pärnu,järelmaks
3146,3146,INV-202309-00297,2023-09-17 00:00:00,,1091,4,199.80,799.20,online,,järelmaks
3147,3147,INV-202309-00298,2023-09-07 00:00:00,2420,1230,2,55.04,110.08,online,,sularaha
3148,3148,INV-202309-00299,2023-09-24 00:00:00,4443,1142,1,307.27,307.27,pood,Tallinn,sularaha
3149,3149,INV-202309-00300,2023-09-25 00:00:00,3421,1225,1,116.87,116.87,pood,Tallinn,sularaha
3150,3150,INV-202309-00301,2023-09-09 00:00:00,4951,1029,1,184.15,184.15,pood,Tallinn,kaart
3151,3151,INV-202309-00302,2023-09-01 00:00:00,2836,1167,2,270.99,541.98,pood,Tallinn,kaart
3152,3152,INV-202309-00303,2023-09-27 00:00:00,3556,1137,1,194.46,194.46,online,,kaart
3153,3153,INV-202309-00304,2023-09-10 00:00:00,2889,1103,1,173.62,173.62,pood,Tallinn,kaart
3154,3154,INV-202309-00305,2023-09-05 00:00:00,3591,1254,1,136.30,136.30,pood,Tartu,sularaha
3155,3155,INV-202309-00306,2023-09-30 00:00:00,2929,1131,1,166.27,166.27,pood,Pärnu,sularaha
3156,3156,INV-202309-00307,2023-09-13 00:00:00,,1128,2,274.50,549.00,online,,kaart
3157,3157,INV-202309-00308,2023-09-09 00:00:00,4615,1197,2,152.85,305.70,online,,kaart
3158,3158,INV-202309-00309,2023-09-20 00:00:00,4178,1242,3,203.39,610.17,pood,Tallinn,sularaha
3159,3159,INV-202309-00310,2023-09-06 00:00:00,2808,1138,1,130.73,130.73,pood,Tallinn,sularaha
3160,3160,INV-202309-00311,2023-09-20 00:00:00,2926,1305,2,50.77,101.54,online,,kaart
3161,3161,INV-202309-00312,2023-09-07 00:00:00,4115,1199,3,276.97,830.91,pood,Tallinn,kaart
3162,3162,INV-202309-00313,2023-09-13 00:00:00,4434,1119,1,181.68,181.68,pood,Tallinn,sularaha
3163,3163,INV-202309-00314,2023-09-17 00:00:00,3248,1103,3,173.62,520.86,pood,Tartu,sularaha
3164,3164,INV-202309-00315,2023-09-01 00:00:00,3439,1138,5,130.73,653.65,online,,sularaha
3165,3165,INV-202309-00316,2023-09-10 00:00:00,3666,1137,5,194.46,972.30,online,,järelmaks
3166,3166,INV-202309-00317,2023-09-05 00:00:00,2942,1238,1,72.73,72.73,online,,järelmaks
3167,3167,INV-202309-00318,2023-09-08 00:00:00,2423,1228,2,160.71,321.42,pood,Tartu,kaart
3168,3168,INV-202309-00319,2023-09-04 00:00:00,3970,1243,1,184.02,184.02,online,,järelmaks
3169,3169,INV-202309-00320,2023-09-01 00:00:00,2911,1073,2,123.82,247.64,pood,Tallinn,järelmaks
3170,3170,INV-202309-00321,2023-09-05 00:00:00,3377,1302,1,54.95,54.95,online,,järelmaks
3171,3171,INV-202309-00322,2023-09-02 00:00:00,2895,1341,5,45.21,226.05,online,,kaart
3172,3172,INV-202309-00323,2023-09-06 00:00:00,3412,1091,2,199.80,399.60,pood,Tallinn,sularaha
3173,3173,INV-202309-00324,2023-09-02 00:00:00,3210,1027,1,346.70,346.70,pood,Pärnu,sularaha
3174,3174,INV-202309-00325,2023-09-06 00:00:00,2287,1222,2,26.62,53.24,pood,Tallinn,kaart
3175,3175,INV-202309-00326,2023-09-20 00:00:00,4276,1339,1,35.68,35.68,pood,Tallinn,sularaha
3176,3176,INV-202309-00327,2023-09-16 00:00:00,3830,1278,3,263.13,789.39,online,,kaart
3177,3177,INV-202309-00328,2023-09-30 00:00:00,,1002,2,274.78,549.56,pood,Tartu,sularaha
3178,3178,INV-202310-00001,2023-10-02 00:00:00,2912,1078,1,42.64,42.64,pood,Tallinn,kaart
3179,3179,INV-202310-00002,2023-10-20 00:00:00,2913,1224,1,222.10,222.10,pood,Tallinn,järelmaks
3180,3180,INV-202310-00003,2023-10-19 00:00:00,,1044,1,83.23,83.23,online,,kaart
3181,3181,INV-202310-00004,2023-10-03 00:00:00,4949,1258,2,84.41,168.82,pood,Tallinn,sularaha
3182,3182,INV-202310-00005,2023-10-22 00:00:00,2154,1248,5,145.50,727.50,pood,Pärnu,järelmaks
3183,3183,INV-202310-00006,2023-10-03 00:00:00,4207,1203,1,17.97,17.97,online,,sularaha
3184,3184,INV-202310-00007,2023-10-02 00:00:00,4800,1026,1,166.27,166.27,online,,sularaha
3185,3185,INV-202310-00008,2023-10-14 00:00:00,4664,1336,2,376.33,752.66,online,,järelmaks
3186,3186,INV-202310-00009,2023-10-02 00:00:00,3556,1140,1,106.69,106.69,pood,Pärnu,kaart
3187,3187,INV-202310-00010,2023-10-06 00:00:00,3046,1066,2,107.26,214.52,online,,järelmaks
3188,3188,INV-202310-00011,2023-10-04 00:00:00,3722,1172,1,141.62,141.62,online,,kaart
3189,3189,INV-202310-00012,2023-10-26 00:00:00,4379,1333,1,218.54,218.54,online,,sularaha
3190,3190,INV-202310-00013,2023-10-07 00:00:00,3419,1259,2,229.55,459.10,pood,Tartu,sularaha
3191,3191,INV-202310-00014,2023-10-09 00:00:00,,1283,2,188.91,377.82,pood,Pärnu,kaart
3192,3192,INV-202310-00015,2023-10-24 00:00:00,2949,1027,3,346.70,1040.10,pood,Tallinn,kaart
3193,3193,INV-202310-00016,2023-10-08 00:00:00,2111,1283,4,188.91,755.64,pood,Tallinn,järelmaks
3194,3194,INV-202310-00017,2023-10-21 00:00:00,,1298,1,138.12,163.53,pood,Tartu,kaart
3195,3195,INV-202310-00018,2025-12-28 00:00:00,4889,1265,1,269.85,269.85,pood,Tartu,järelmaks
3196,3196,INV-202310-00019,2023-10-02 00:00:00,2559,1086,1,149.47,149.47,pood,Tallinn,sularaha
3197,3197,INV-202310-00020,2023-10-07 00:00:00,,1167,2,270.99,-541.98,pood,Tallinn,kaart
3198,3198,INV-202310-00021,2023-10-03 00:00:00,3604,1053,1,113.86,113.86,online,,järelmaks
3199,3199,INV-202310-00022,2023-10-25 00:00:00,2793,1016,5,54.81,274.05,pood,Tallinn,järelmaks
3200,3200,INV-202310-00023,2023-10-24 00:00:00,2666,1195,3,339.21,1017.63,pood,Tallinn,järelmaks
3201,3201,INV-202310-00024,2023-10-13 00:00:00,2849,1146,3,31.65,94.95,pood,Pärnu,sularaha
3202,3202,INV-202310-00025,2023-10-07 00:00:00,4636,1120,2,206.34,412.68,pood,Tartu,järelmaks
3203,3203,INV-202310-00026,2023-10-23 00:00:00,2362,1004,1,41.63,41.63,online,,sularaha
3204,3204,INV-202310-00027,2023-10-16 00:00:00,4292,1057,1,251.52,251.52,online,,kaart
3205,3205,INV-202310-00028,2023-10-15 00:00:00,3618,1143,1,307.83,307.83,pood,Tartu,järelmaks
3206,3206,INV-202310-00029,2023-10-13 00:00:00,,1346,1,258.91,258.91,pood,Tartu,järelmaks
3207,3207,INV-202310-00030,2023-10-17 00:00:00,2889,1067,2,15.09,30.18,pood,Tallinn,kaart
3208,3208,INV-202310-00031,2023-10-17 00:00:00,4268,1254,3,136.30,408.90,pood,Tallinn,sularaha
3209,3209,INV-202310-00032,2023-10-26 00:00:00,4967,1136,1,94.25,94.25,pood,Tartu,järelmaks
3210,3210,INV-202310-00033,2023-10-13 00:00:00,2304,1114,1,74.70,74.70,pood,Tartu,järelmaks
3211,3211,INV-202310-00034,2023-10-22 00:00:00,3133,1013,2,218.99,437.98,online,,kaart
3212,3212,INV-202310-00035,2023-10-16 00:00:00,2885,1163,3,259.69,779.07,pood,Pärnu,järelmaks
3213,3213,INV-202310-00036,2023-10-09 00:00:00,3350,1125,2,23.68,47.36,online,,järelmaks
3214,3214,INV-202310-00037,2023-10-10 00:00:00,4312,1104,3,191.48,574.44,pood,Tallinn,kaart
3215,3215,INV-202310-00038,2023-10-03 00:00:00,,1221,2,350.19,700.38,pood,Tartu,kaart
3216,3216,INV-202310-00039,2023-10-03 00:00:00,2302,1041,2,107.36,214.72,pood,Tartu,kaart
3217,3217,INV-202310-00040,2023-10-16 00:00:00,3010,1042,2,347.84,695.68,pood,Tartu,järelmaks
3218,3218,INV-202310-00041,2023-10-02 00:00:00,3808,1039,1,282.95,282.95,online,,sularaha
3219,3219,INV-202310-00042,2023-10-06 00:00:00,,1194,1,84.54,84.54,pood,Pärnu,järelmaks
3220,3220,INV-202310-00043,2023-10-17 00:00:00,2751,1029,2,184.15,368.30,pood,Tallinn,sularaha
3221,3221,INV-202310-00044,2023-10-26 00:00:00,3935,1318,2,218.42,436.84,pood,Tartu,järelmaks
3222,3222,INV-202310-00045,2023-10-11 00:00:00,2596,1040,3,96.11,288.33,pood,Tallinn,järelmaks
3223,3223,INV-202310-00046,2023-10-24 00:00:00,3575,1337,1,272.05,272.05,online,,kaart
3224,3224,INV-202310-00047,2023-10-05 00:00:00,,1112,2,242.43,484.86,pood,Pärnu,sularaha
